,信用(Y),銀行口座残高,ローン期間,前回のローンの状態,目的,ローン金額,貯金・株残高,雇用期間（ただいまの仕事）,収入に対しローンの割合,性別・婚姻状況,保証人,現住所に住んでいた期間,最も価値のあるアセット,年齢,その他のローン,住所タイプ,同銀行ローン数,職業,扶養者数,電話,労働形態,年齢_cat,ローン期間_cat,ローン金額_cat
249,0,3,21,1,1,5248,4,2,1,2,1,3,3,26,2,2,1,2,1,1,1,2,4,6
250,0,2,18,2,0,2899,4,4,4,2,1,4,3,43,2,2,1,2,2,1,1,3,3,5
251,0,2,18,2,3,6204,1,2,2,2,1,4,1,44,2,2,1,1,2,2,1,3,3,6
252,0,3,12,1,3,804,1,4,4,2,1,4,3,38,2,2,1,2,1,1,1,2,2,2
253,0,3,36,1,3,3595,1,4,4,2,1,2,3,28,2,2,1,2,1,1,1,2,6,5
254,0,3,36,2,1,5711,3,4,4,2,1,2,3,38,2,2,2,3,1,2,1,2,6,6
255,0,3,15,1,6,2687,1,3,2,2,1,4,2,26,2,1,1,2,1,2,1,2,3,5
256,0,1,15,2,2,3643,1,4,1,1,1,4,2,27,2,2,2,1,1,1,1,2,3,5
257,0,3,10,2,2,2146,1,1,1,1,1,3,1,23,2,1,2,2,1,1,1,1,2,4
258,0,1,10,1,3,2315,1,4,3,2,1,4,1,52,2,2,1,1,1,1,1,3,2,4
259,0,3,5,1,6,3448,1,3,1,2,1,4,1,74,2,2,1,1,1,1,1,5,1,5
260,0,3,15,1,2,2708,1,1,2,2,1,3,2,27,1,2,2,1,1,1,1,2,3,5
261,0,3,11,2,0,1393,1,1,4,1,1,4,3,35,2,2,2,3,1,1,1,2,2,3
262,0,3,10,1,2,1275,1,1,4,1,1,2,2,23,2,2,1,2,1,1,1,1,2,3
263,0,3,9,1,2,1313,1,4,1,2,1,4,3,20,2,2,1,2,1,1,1,1,2,3
264,0,3,12,1,3,1493,1,1,4,1,1,3,3,34,2,2,1,2,2,1,1,2,2,3
265,0,3,22,1,3,2675,3,4,3,2,1,4,3,40,2,2,1,2,1,1,1,3,4,5
266,0,2,9,1,3,2118,1,2,2,2,1,2,1,37,2,2,1,1,2,1,1,2,2,4
267,0,3,36,1,0,909,3,4,4,2,1,4,2,36,2,2,1,2,1,1,1,2,6,2
268,0,3,12,2,2,1258,1,1,2,1,1,4,2,22,2,1,2,1,1,1,1,1,2,3
269,0,3,15,0,3,1569,2,4,4,2,1,4,3,34,1,2,1,1,2,1,1,2,3,4
270,0,3,6,1,1,1236,3,2,2,2,1,4,2,50,2,1,1,2,1,1,1,3,1,3
271,0,3,36,2,2,7678,3,3,2,1,1,4,3,40,2,2,2,2,1,2,1,3,6,7
272,0,3,6,1,3,660,3,3,2,3,1,4,1,23,2,1,1,1,1,1,1,1,1,2
273,0,3,24,1,2,2835,3,4,3,2,1,4,2,53,2,2,1,2,1,1,1,3,4,5
274,0,3,24,1,1,2670,1,4,4,2,1,4,3,35,2,2,1,3,1,2,1,2,4,5
275,0,3,12,0,5,3447,3,2,4,1,1,3,1,35,2,2,1,1,2,1,1,2,2,5
276,0,3,15,1,3,3568,1,4,4,1,1,2,3,54,1,1,1,3,1,2,1,3,3,5
277,0,2,21,2,6,3652,1,3,2,2,1,3,2,27,2,2,2,2,1,1,1,2,4,5
278,0,1,24,1,3,3660,1,2,2,1,1,4,3,28,2,2,1,2,1,1,1,2,4,5
279,0,3,9,1,3,1126,2,4,2,1,1,4,1,49,2,2,1,2,1,1,1,3,2,3
280,0,3,6,2,3,683,1,1,2,1,1,1,2,29,1,2,1,2,1,1,1,2,1,2
281,0,3,12,1,2,2251,1,2,1,1,1,2,3,46,2,2,1,1,1,1,1,3,2,4
282,0,3,12,1,1,4675,4,1,1,1,1,4,3,20,2,1,1,2,1,1,1,1,2,5
283,0,2,21,2,0,2353,1,2,1,1,1,4,2,47,2,2,2,2,1,1,1,3,4,4
284,0,1,21,1,3,3357,3,1,4,1,1,2,3,29,1,2,1,2,1,1,1,2,4,5
285,0,3,6,1,0,672,1,1,1,1,1,4,1,54,2,2,1,1,1,2,1,3,1,2
286,0,1,6,2,3,338,3,4,4,2,1,4,3,52,2,2,2,2,1,1,1,3,1,1
287,0,3,9,1,3,2697,1,2,1,2,1,2,1,32,2,2,1,2,2,1,1,2,2,5
288,0,3,9,1,0,2507,3,4,2,2,1,4,4,51,2,3,1,1,1,1,1,3,2,5
289,0,3,15,2,3,1478,1,2,4,3,1,3,1,33,1,2,2,2,1,1,1,2,3,3
290,0,3,12,2,3,3565,4,1,2,2,1,1,2,37,2,2,2,1,2,1,1,2,2,5
291,0,3,15,1,2,2221,3,2,2,1,1,4,3,20,2,1,1,2,1,1,1,1,3,4
292,0,3,6,2,3,1898,4,2,1,2,1,2,1,34,2,2,2,1,2,1,1,2,1,4
293,0,2,6,2,6,1449,2,4,1,1,1,2,3,31,1,2,2,2,2,1,1,2,1,3
294,0,3,15,2,2,960,3,3,3,1,1,2,2,30,2,2,2,2,1,1,1,2,3,2
295,0,3,36,1,1,8133,1,2,1,1,1,2,2,30,1,2,1,2,1,1,1,2,6,7
296,0,3,9,1,2,2301,2,1,2,1,1,4,2,22,2,1,1,2,1,1,1,1,2,4
297,0,3,6,2,6,1743,2,2,1,2,1,2,1,34,2,2,2,1,1,1,1,2,1,4
298,0,2,12,1,2,983,3,1,1,1,1,4,1,19,2,1,1,1,1,1,1,1,2,2
299,0,3,18,2,3,2320,1,1,2,3,1,3,1,34,2,2,2,2,1,1,1,2,3,4
300,0,1,12,0,5,339,1,4,4,3,1,1,3,45,1,2,1,1,1,1,1,3,2,1
301,0,3,24,1,3,5152,1,3,4,2,1,2,3,25,1,2,1,2,1,1,1,1,4,6
302,0,3,24,1,2,3749,1,1,2,1,1,4,3,26,2,2,1,2,1,1,1,2,4,5
303,0,3,9,2,3,3074,4,2,1,2,1,2,1,33,2,2,2,2,2,1,1,2,2,5
304,1,3,9,1,3,745,1,2,3,1,1,2,1,28,2,2,1,1,1,1,1,2,2,2
305,0,3,24,1,0,1469,2,4,4,3,1,4,1,41,2,1,1,1,1,1,1,3,4,3
306,0,1,6,1,2,1374,1,2,1,2,1,2,1,36,1,2,1,1,1,2,1,2,1,3
307,0,3,6,0,0,783,4,2,1,2,2,2,1,26,1,2,1,1,2,1,1,2,1,2
308,0,1,21,1,3,2606,1,1,4,1,1,4,2,28,2,1,1,3,1,2,1,2,4,5
309,0,3,54,0,1,9436,4,2,2,2,1,2,2,39,2,2,1,1,2,1,1,2,9,7
310,0,3,12,2,3,930,4,4,4,2,1,4,1,65,2,2,2,2,1,1,1,5,2,2
311,0,3,48,2,1,2751,4,4,4,2,1,3,3,38,2,2,2,2,2,2,1,2,8,5
312,0,3,6,2,0,250,3,2,2,1,1,2,1,41,1,2,2,1,1,1,1,3,1,1
313,0,2,24,1,0,1201,1,1,4,2,1,1,2,26,2,2,1,2,1,1,1,2,4,3
314,0,1,6,1,0,662,1,1,3,2,1,4,1,41,2,2,1,1,2,2,1,3,1,2
315,0,3,15,1,1,1300,4,4,4,2,1,4,4,45,1,3,1,2,2,1,1,3,3,3
316,0,3,24,0,6,1559,1,3,4,2,1,4,3,40,1,2,1,2,1,2,1,3,4,4
317,0,3,12,1,3,3016,1,2,3,3,1,1,3,24,2,2,1,2,1,1,1,1,2,5
318,0,3,15,2,3,1360,1,2,4,2,1,2,2,31,2,2,2,2,1,1,1,2,3,3
319,0,3,6,0,0,1204,2,2,4,2,1,1,4,35,1,1,1,2,1,1,2,2,1,3
320,0,3,10,1,0,1597,3,2,3,2,1,2,4,40,2,1,1,1,2,1,2,3,2,4
321,0,3,12,1,3,2073,2,2,4,1,2,2,1,28,2,2,1,2,1,1,1,2,2,4
322,0,3,11,1,6,2142,3,4,1,1,1,2,1,28,2,2,1,2,1,2,1,2,2,4
323,0,1,10,2,2,2132,4,1,2,1,2,3,1,27,2,1,2,2,1,1,2,2,2,4
324,0,3,10,1,0,1546,1,2,3,2,1,2,1,31,2,2,1,1,2,1,2,2,2,4
325,0,3,24,2,0,1287,3,4,4,1,1,4,1,37,2,2,2,2,1,2,1,2,4,3
326,0,3,10,1,0,1418,2,2,3,2,1,2,1,35,2,1,1,1,1,1,2,2,2,3
327,0,3,6,2,0,1343,1,4,1,2,1,4,1,46,2,2,2,2,2,1,2,3,1,3
328,0,3,18,1,0,2662,4,3,4,2,1,3,2,32,2,2,1,2,1,1,2,2,3,5
329,0,3,18,2,3,6070,1,4,3,2,1,4,3,33,2,2,2,2,1,2,1,2,3,6
330,0,3,24,2,3,1927,4,2,3,1,1,2,3,33,2,2,2,2,1,2,1,2,4,4
331,0,3,18,2,3,2404,1,2,2,1,1,2,3,26,2,2,2,2,1,1,1,2,3,4
332,0,3,6,2,3,1554,1,3,1,1,1,2,3,24,2,1,2,2,1,2,1,1,1,4
333,0,3,22,1,0,1283,4,3,4,1,1,4,2,25,2,1,1,2,1,1,1,1,4,3
334,0,3,24,2,0,717,4,4,4,3,1,4,3,54,2,2,2,2,1,2,1,3,4,2
335,0,1,24,1,2,1747,1,1,4,2,2,1,2,24,2,2,1,1,1,1,2,1,4,4
336,0,1,9,2,3,1288,2,4,3,2,2,4,1,48,2,2,2,2,2,1,2,3,2,3
337,0,1,10,2,0,1038,1,3,4,2,2,3,2,49,2,2,2,2,1,2,1,3,2,3
338,0,3,10,1,1,2848,2,2,1,2,2,2,1,32,2,2,1,2,2,1,1,2,2,5
339,0,3,12,1,1,1413,3,3,3,2,1,2,2,55,2,2,1,2,1,1,2,3,2,3
340,0,3,30,2,3,3077,4,4,3,2,1,2,3,40,2,2,2,2,2,2,1,3,5,5
341,0,1,24,0,1,3632,1,2,1,1,2,4,3,22,1,1,1,2,1,1,2,1,4,5
342,0,3,18,2,1,3229,4,1,2,2,1,4,4,38,2,2,1,3,1,2,1,2,3,5
343,0,3,9,1,0,3577,2,2,1,2,2,2,1,26,2,1,1,2,2,1,2,2,2,5
344,0,3,12,2,0,682,2,3,4,1,1,3,3,51,2,2,2,2,1,2,1,3,2,2
345,0,3,10,1,3,1924,1,2,1,2,1,4,2,38,2,2,1,2,1,2,2,2,2,4
346,0,3,10,1,3,727,3,4,4,2,1,4,4,46,2,3,1,2,1,2,1,3,2,2
347,0,3,10,2,0,781,1,4,4,2,1,4,4,63,2,3,2,2,1,2,1,4,2,2
348,0,1,12,2,0,2121,1,2,4,2,1,2,2,30,2,2,2,2,1,1,1,2,2,4
349,0,3,12,2,3,701,1,2,4,2,1,2,3,32,2,2,2,2,1,1,1,2,2,2
350,0,3,10,2,2,2069,4,2,2,3,1,1,3,26,2,2,2,2,1,1,2,2,2,4
351,0,3,24,1,0,1525,3,3,4,1,1,3,3,34,2,2,1,2,2,2,1,2,4,4
352,0,3,48,2,6,7629,4,4,4,1,1,2,3,46,1,2,2,3,2,1,1,3,8,7
353,1,1,12,2,0,3499,1,2,3,1,2,2,1,29,2,2,2,2,1,1,1,2,2,5
354,0,3,6,1,3,1346,2,4,2,2,1,4,4,42,1,3,1,2,2,2,1,3,1,3
355,0,3,36,2,1,10477,4,4,2,2,1,4,4,42,2,3,2,2,1,1,1,3,6,8
356,0,1,24,1,1,2924,1,2,3,2,2,4,4,63,1,2,1,2,2,2,1,4,4,5
357,0,3,10,2,0,1231,1,4,3,2,1,4,1,32,2,2,2,1,2,1,2,2,2,3
358,0,3,18,1,0,1961,1,4,3,1,1,2,3,23,2,2,1,3,1,1,1,1,3,4
359,0,3,15,2,0,5045,4,4,1,1,1,4,3,59,2,2,1,2,1,2,1,3,3,6
360,0,3,12,2,0,1255,1,4,4,2,1,4,1,61,2,2,2,1,1,1,1,4,2,3
361,0,1,12,1,2,1858,1,1,4,1,1,1,3,22,2,1,1,2,1,1,1,1,2,4
362,0,3,6,2,2,1221,4,2,1,3,1,2,2,27,2,2,2,2,1,1,1,2,1,3
363,0,3,9,1,2,1388,1,2,4,1,1,2,1,26,2,1,1,2,1,1,1,2,2,3
364,0,3,12,1,3,2279,4,2,4,2,1,4,4,37,2,3,1,2,1,2,1,2,2,4
365,0,3,12,0,2,2759,1,4,2,2,1,4,2,34,2,2,2,2,1,1,1,2,2,5
366,0,3,24,1,3,1258,3,2,3,1,1,3,3,57,2,2,1,1,1,1,1,3,4,3
367,0,2,12,0,5,1410,1,2,2,2,1,2,1,31,2,2,1,1,1,2,1,2,2,3
368,0,1,15,1,0,1403,1,2,2,1,1,4,3,28,2,1,1,2,1,1,1,2,3,3
369,0,1,24,1,2,3021,1,2,2,1,1,2,1,24,2,1,1,1,1,1,1,1,4,5
370,0,1,24,1,6,6568,1,2,2,3,1,2,3,21,1,2,1,1,1,1,1,1,4,6
371,0,3,24,2,3,2578,3,4,2,2,1,2,3,34,2,2,1,2,1,1,1,2,4,5
372,0,2,24,2,1,7758,3,4,2,1,1,4,4,29,2,1,1,2,1,1,1,2,4,7
373,0,1,6,1,3,343,1,1,4,1,1,1,1,27,2,2,1,2,1,1,1,2,1,1
374,0,3,21,2,2,1591,2,3,4,2,1,3,1,34,2,2,2,3,1,1,1,2,4,4
375,0,1,27,1,3,3416,1,2,3,2,1,2,3,27,2,2,1,3,1,1,1,2,5,5
376,1,1,12,0,3,1108,1,3,4,2,1,3,1,28,2,2,2,2,1,1,1,2,2,3
377,0,2,27,2,1,5965,1,4,1,2,1,2,3,30,2,2,2,3,1,2,1,2,5,6
378,0,2,15,1,3,1514,2,2,4,2,2,2,1,22,2,2,1,2,1,1,1,1,3,4
379,0,3,30,2,3,6742,4,3,2,2,1,3,2,36,2,2,2,2,1,1,1,2,5,6
380,0,1,18,1,2,3650,1,1,1,1,1,4,3,22,2,1,1,2,1,1,1,1,3,5
381,0,1,21,1,2,3599,1,3,1,1,1,4,3,26,2,1,1,1,1,1,1,2,4,5
382,0,3,60,2,0,13756,4,4,2,2,1,4,4,63,1,3,1,3,1,2,1,4,10,8
383,0,2,9,1,0,276,1,2,4,3,1,4,1,22,2,1,1,1,1,1,1,1,2,1
384,0,3,42,2,2,4041,3,2,4,2,1,4,1,36,2,2,2,2,1,2,1,2,7,5
385,0,2,9,1,3,458,1,2,4,2,1,3,1,24,2,2,1,2,1,1,1,1,2,1
386,1,2,9,1,2,918,1,2,4,1,1,1,2,30,2,2,1,2,1,1,1,2,2,2
387,0,3,24,1,0,7393,1,2,1,2,1,4,2,43,2,2,1,1,2,1,1,3,4,6
388,0,3,10,1,3,1225,1,2,2,2,1,2,3,37,2,2,1,2,1,2,1,2,2,3
389,0,1,24,1,1,2812,4,4,2,1,1,4,1,26,2,1,1,2,1,1,1,2,4,5
390,0,3,15,1,1,3029,1,3,2,2,1,2,3,33,2,2,1,2,1,1,1,2,3,5
391,0,3,12,2,0,1480,3,1,2,2,1,4,4,66,1,3,2,1,1,1,1,5,2,3
392,0,3,6,2,3,1047,1,2,2,1,1,4,2,50,2,2,1,1,1,1,1,3,1,3
393,0,3,15,2,3,1471,1,2,4,2,1,4,4,35,2,3,2,2,1,2,1,2,3,3
394,0,3,24,1,2,5511,2,2,4,2,1,1,3,25,1,2,1,2,1,1,1,1,4,6
395,0,2,9,1,3,1206,1,4,4,1,1,4,1,25,2,2,1,2,1,1,1,1,2,3
396,0,2,24,2,3,6403,1,1,1,2,1,2,3,33,2,2,1,2,1,1,1,2,4,6
397,0,3,12,1,3,707,1,2,4,2,1,2,1,30,1,2,2,2,1,1,1,2,2,2
398,0,3,12,2,1,1503,1,2,4,3,1,4,1,41,2,1,1,2,1,1,1,3,2,4
399,0,2,12,1,0,6078,1,3,2,2,1,2,3,32,2,2,1,2,1,1,1,2,2,6
400,0,2,27,1,6,2528,1,1,4,1,1,1,2,32,2,2,1,2,2,2,1,2,5,5
401,0,2,12,1,6,1037,2,3,3,2,1,4,1,39,2,2,1,1,1,1,1,2,2,3
402,0,1,6,1,1,1352,3,1,1,1,1,2,2,23,2,1,1,1,1,2,1,1,1,3
403,0,3,24,1,3,3181,1,1,4,1,1,4,2,26,2,2,1,2,1,2,1,2,4,5
404,0,3,18,1,3,4594,1,1,3,2,1,2,3,32,2,2,1,2,1,2,1,2,3,5
405,0,2,48,1,7,5381,4,1,3,2,1,4,4,40,1,3,1,1,1,2,1,3,8,6
406,0,3,15,1,1,4657,1,2,3,2,1,2,3,30,2,2,1,2,1,2,1,2,3,5
407,0,2,9,1,6,1391,1,2,2,3,1,1,1,27,1,2,1,2,1,2,1,2,2,3
408,0,2,18,1,6,1913,3,1,3,3,1,3,1,36,1,2,1,2,1,2,1,2,3,4
409,0,3,42,1,3,7166,4,3,2,3,1,4,2,29,2,1,1,2,1,2,1,2,7,6
410,0,3,13,1,3,1409,2,1,2,1,1,4,1,64,2,2,1,2,1,1,1,4,3,3
411,0,3,24,2,6,2978,4,2,4,2,1,4,1,32,2,2,2,2,2,2,1,2,4,5
412,0,3,12,2,3,976,4,4,4,2,1,4,3,35,2,2,2,2,1,1,1,2,2,2
413,0,3,24,2,6,2375,3,2,4,2,1,2,3,44,2,2,2,2,2,2,1,3,4,4
414,0,3,12,2,3,522,3,4,4,2,1,4,2,42,2,2,2,2,2,2,1,3,2,2
415,0,3,28,2,3,2743,1,4,4,2,1,2,3,29,2,2,2,2,1,1,1,2,5,5
416,0,3,11,2,3,1154,2,1,4,1,1,4,1,57,2,2,2,1,1,1,1,3,2,3
417,0,3,24,2,1,5804,3,2,4,2,1,2,1,27,2,2,2,2,1,1,1,2,4,6
418,0,3,18,2,3,1169,4,2,4,2,1,3,2,29,2,2,2,2,1,2,1,2,3,3
419,0,1,15,2,2,1478,1,4,4,2,1,4,3,44,2,2,2,2,2,2,1,3,3,3
420,0,3,12,1,3,776,1,2,4,3,1,2,1,28,2,2,1,2,1,1,1,2,2,2
421,0,2,11,2,0,1322,3,2,4,1,1,4,3,40,2,2,2,2,1,1,1,3,2,3
422,0,2,16,2,0,1175,1,1,2,2,1,3,3,68,2,3,2,1,1,2,1,5,3,3
423,0,3,12,1,0,2133,4,4,4,1,1,4,4,52,2,3,1,3,1,2,1,3,2,4
424,0,3,15,2,3,1829,1,4,4,2,1,4,3,46,2,2,2,2,1,2,1,3,3,4
425,0,3,12,2,3,717,1,4,4,2,1,4,1,52,2,2,2,2,1,1,1,3,2,2
426,0,2,39,2,3,11760,2,3,2,2,1,3,4,32,2,1,1,2,1,2,1,2,7,8
427,1,2,9,2,3,1501,1,4,2,1,1,3,3,34,2,2,2,3,1,2,1,2,2,4
428,0,1,12,1,3,1200,4,2,4,1,1,4,2,23,1,1,1,2,1,2,1,1,2,3
429,0,2,9,1,0,3195,4,2,1,1,1,2,1,33,2,2,1,1,1,1,1,2,2,5
430,0,3,30,2,3,4530,1,3,4,1,1,4,3,26,2,1,1,3,1,2,1,2,5,5
431,1,3,12,2,3,1555,3,4,4,2,1,4,4,55,2,3,2,2,2,1,1,3,2,4
432,0,2,15,2,6,2326,3,2,2,2,1,4,3,27,1,2,1,2,1,1,1,2,3,4
433,0,2,18,2,6,1887,4,2,4,3,1,4,1,28,1,2,2,2,1,1,1,2,3,4
434,0,3,12,2,6,1264,4,4,4,2,1,4,4,57,2,1,1,1,1,1,1,3,2,3
435,0,3,7,2,3,846,4,4,3,2,1,4,4,36,2,3,1,2,1,1,1,2,2,2
436,0,3,15,2,3,1532,2,2,4,1,1,3,3,31,2,2,1,2,1,1,1,2,3,4
437,0,3,6,2,3,935,1,2,3,1,1,2,1,24,2,2,1,2,1,1,1,1,1,2
438,0,1,27,2,6,2442,1,4,4,2,1,4,3,43,1,2,2,3,2,2,1,3,5,4
439,0,2,18,2,6,3590,1,1,3,3,1,3,3,40,2,2,2,1,2,2,1,3,3,5
440,0,3,21,2,2,2288,1,1,4,1,1,4,2,23,2,2,1,2,1,2,1,1,4,4
441,0,3,27,2,6,5117,1,3,3,2,1,4,3,26,2,2,2,2,1,1,1,2,5,6
442,0,1,39,2,2,14179,4,3,4,2,1,4,2,30,2,2,2,3,1,2,1,2,7,8
443,0,3,15,1,3,1386,4,2,4,3,1,2,1,40,2,1,1,2,1,2,1,3,3,3
444,0,3,12,2,3,618,1,4,4,2,1,4,1,56,2,2,1,2,1,1,1,3,2,2
445,0,3,12,1,2,1574,1,2,4,2,1,2,1,50,2,2,1,2,1,1,1,3,2,4
446,0,3,6,2,3,700,4,4,4,2,1,4,4,36,2,3,2,2,1,1,1,2,1,2
447,0,3,12,1,3,886,4,2,4,1,1,2,3,21,2,2,1,2,1,1,1,1,2,2
448,0,3,36,1,1,4686,1,2,2,2,1,2,4,32,2,3,1,3,1,2,1,2,6,5
449,0,2,9,1,3,790,3,2,4,1,1,3,1,66,2,2,1,1,1,1,1,5,2,2
450,1,2,12,1,3,766,3,2,4,2,1,3,1,66,2,2,1,1,1,1,1,5,2,2
451,0,1,20,1,2,2212,4,3,4,2,1,4,3,39,2,2,1,2,1,2,1,2,4,4
452,0,2,10,1,0,7308,1,1,2,2,1,4,4,70,1,3,1,3,1,2,1,5,2,6
453,0,2,24,2,3,5743,1,1,2,1,1,4,4,24,2,3,2,2,1,2,1,1,4,6
454,0,1,14,1,0,3973,1,1,1,2,1,4,4,22,2,3,1,2,1,1,1,1,3,5
455,0,2,60,2,3,7418,4,2,1,2,1,1,1,27,2,2,1,1,1,1,1,2,10,6
456,0,2,20,2,7,2629,1,2,2,2,1,3,3,29,1,2,2,2,1,2,1,2,4,5
457,0,2,18,1,6,1941,3,2,4,2,1,2,2,35,2,2,1,1,1,2,1,2,3,4
458,0,2,24,2,2,2333,4,1,4,2,1,2,2,29,1,2,1,1,1,1,1,2,4,4
459,0,3,12,1,1,2445,4,1,2,3,1,4,3,26,2,1,1,2,1,2,1,2,2,4
460,0,2,20,1,1,6468,4,1,1,1,1,4,1,60,2,2,1,3,1,2,1,4,4,6
461,0,2,18,2,2,7374,1,1,4,2,1,4,2,40,1,2,2,3,1,2,1,3,3,6
462,0,3,15,1,1,3812,2,1,1,1,1,4,3,23,2,2,1,2,1,2,1,1,3,5
463,1,1,28,1,0,4006,1,2,3,2,1,2,3,45,2,2,1,1,1,1,1,3,5,5
464,0,2,12,1,0,7472,4,1,1,1,1,2,1,24,2,1,1,1,1,1,1,1,2,6
465,0,3,12,1,2,1424,4,4,3,1,1,4,1,55,2,2,1,3,1,2,1,3,2,3
466,0,2,12,1,1,2028,4,2,4,2,1,2,3,30,2,2,1,2,1,1,1,2,2,4
467,0,3,15,1,0,5324,3,4,1,1,1,4,4,35,2,3,1,2,1,1,1,2,3,6
468,0,2,36,1,3,2323,1,3,4,2,1,4,3,24,2,1,1,2,1,1,1,1,6,4
469,0,3,12,1,3,1393,1,4,4,2,1,4,2,47,1,2,2,2,2,2,1,3,2,3
470,0,3,18,1,2,1984,1,2,4,2,1,4,4,47,1,3,2,2,1,1,1,3,3,4
471,0,3,24,1,3,999,4,4,4,2,1,2,3,25,2,2,2,2,1,1,1,1,4,2
472,0,3,36,1,6,7409,4,4,3,2,1,2,2,37,2,2,2,2,1,1,1,2,6,6
473,0,3,15,1,2,2186,4,3,1,1,1,4,1,33,1,1,1,1,1,1,1,2,3,4
474,0,3,36,1,3,4473,1,4,4,2,1,2,3,31,2,2,1,2,1,1,1,2,6,5
475,0,3,24,1,5,937,1,1,4,3,1,3,3,27,2,2,2,1,1,1,1,2,4,2
476,0,3,18,1,2,3422,1,4,4,2,1,4,2,47,1,2,2,2,2,2,1,3,3,5
477,0,3,24,1,3,3105,4,1,4,2,1,2,3,25,2,2,2,2,1,1,1,1,4,5
478,0,3,12,2,3,2748,1,4,2,1,1,4,4,57,1,3,2,1,1,1,1,3,2,5
479,0,2,18,1,3,3872,1,1,2,1,1,4,3,67,2,2,1,2,1,2,1,5,3,5
480,0,3,27,1,3,5190,4,4,4,2,1,4,2,48,2,2,2,2,2,2,1,3,5,6
481,0,2,18,1,2,3001,1,3,2,1,1,4,1,40,2,1,1,2,1,1,1,3,3,5
482,0,3,24,2,6,3863,1,2,1,2,1,2,4,32,2,3,1,2,1,1,1,2,4,5
483,0,3,12,2,2,5801,4,4,2,2,1,4,2,49,2,1,1,2,1,2,2,3,2,6
484,0,3,12,2,2,1592,3,3,3,1,1,2,2,35,2,2,1,2,1,1,1,2,2,4
485,0,3,12,2,6,1185,1,2,3,1,1,2,1,27,2,2,2,2,1,1,1,2,2,3
486,0,3,18,2,2,3780,1,1,3,1,1,2,3,35,2,2,2,3,1,2,1,2,3,5
487,0,2,18,2,2,3612,1,4,3,1,1,4,2,37,2,2,1,2,1,2,2,2,3,5
488,0,3,12,1,6,1076,1,2,2,3,1,2,1,26,2,2,1,2,1,2,1,2,2,3
489,0,3,12,1,0,3527,4,1,2,2,1,3,2,45,2,2,1,3,2,2,1,3,2,5
490,0,3,18,1,3,2051,1,1,4,2,1,1,1,33,2,2,1,2,1,1,1,2,3,4
491,0,3,12,2,2,3331,1,4,2,2,1,4,2,42,1,2,1,2,1,1,1,3,2,5
492,0,1,18,0,6,3104,1,3,3,2,1,1,2,31,1,2,1,2,1,2,1,2,3,5
493,0,3,24,2,3,2611,1,4,4,3,2,3,1,46,2,2,2,2,1,1,1,3,4,5
494,0,1,12,2,1,1409,1,4,4,2,1,3,1,54,2,2,1,2,1,1,1,3,2,3
495,0,3,24,1,3,1311,2,3,4,3,1,3,2,26,2,2,1,2,1,2,1,2,4,3
496,0,3,6,1,3,2108,1,3,2,3,1,2,1,29,2,1,1,2,1,1,1,2,1,4
497,0,3,24,2,1,4042,4,3,3,2,1,4,2,43,2,2,2,2,1,2,1,3,4,5
498,0,3,12,2,0,926,1,1,1,1,1,2,2,38,2,2,1,1,1,1,1,2,2,2
